Heartbeat from system (system 1 component 0)
GLOBAL_POSITION_INT {time_boot_ms : 2324, lat : 0, lon : 0, alt : -20, relative_alt : -25, vx : 0, vy : 0, vz : 0, hdg : 0}
GLOBAL_POSITION_INT {time_boot_ms : 82704, lat : -353629385, lon : 1491655884, alt : 642010, relative_alt : 57951, vx : 538, vy : 476, vz : -244, hdg : 4057}
GLOBAL_POSITION_INT {time_boot_ms : 82954, lat : -353629264, lon : 1491656015, alt : 642630, relative_alt : 58577, vx : 537, vy : 475, vz : -244, hdg : 4108}
GLOBAL_POSITION_INT {time_boot_ms : 83204, lat : -353629143, lon : 1491656147, alt : 643260, relative_alt : 59201, vx : 536, vy : 473, vz : -244, hdg : 4164}
GLOBAL_POSITION_INT {time_boot_ms : 83454, lat : -353629022, lon : 1491656277, alt : 643880, relative_alt : 59824, vx : 535, vy : 472, vz : -244, hdg : 4201}
GLOBAL_POSITION_INT {time_boot_ms : 83704, lat : -353628902, lon : 1491656408, alt : 644500, relative_alt : 60448, vx : 535, vy : 472, vz : -244, hdg : 4209}
GLOBAL_POSITION_INT {time_boot_ms : 83953, lat : -353628781, lon : 1491656538, alt : 645130, relative_alt : 61076, vx : 534, vy : 471, vz : -244, hdg : 4190}
GLOBAL_POSITION_INT {time_boot_ms : 84204, lat : -353628660, lon : 1491656669, alt : 645760, relative_alt : 61706, vx : 534, vy : 471, vz : -244, hdg : 4158}
GLOBAL_POSITION_INT {time_boot_ms : 84454, lat : -353628540, lon : 1491656800, alt : 646390, relative_alt : 62332, vx : 533, vy : 471, vz : -244, hdg : 4129}
GLOBAL_POSITION_INT {time_boot_ms : 84704, lat : -353628420, lon : 1491656930, alt : 647010, relative_alt : 62959, vx : 533, vy : 470, vz : -243, hdg : 4113}
GLOBAL_POSITION_INT {time_boot_ms : 84954, lat : -353628300, lon : 1491657060, alt : 647640, relative_alt : 63583, vx : 532, vy : 470, vz : -243, hdg : 4113}
GLOBAL_POSITION_INT {time_boot_ms : 85204, lat : -353628180, lon : 1491657190, alt : 648260, relative_alt : 64204, vx : 532, vy : 470, vz : -243, hdg : 4127}
GLOBAL_POSITION_INT {time_boot_ms : 85454, lat : -353628061, lon : 1491657319, alt : 648880, relative_alt : 64825, vx : 532, vy : 470, vz : -243, hdg : 4145}
GLOBAL_POSITION_INT {time_boot_ms : 85704, lat : -353627942, lon : 1491657448, alt : 649500, relative_alt : 65444, vx : 533, vy : 470, vz : -244, hdg : 4160}
GLOBAL_POSITION_INT {time_boot_ms : 85953, lat : -353627822, lon : 1491657579, alt : 650120, relative_alt : 66069, vx : 533, vy : 470, vz : -244, hdg : 4166}
GLOBAL_POSITION_INT {time_boot_ms : 86203, lat : -353627702, lon : 1491657708, alt : 650750, relative_alt : 66693, vx : 533, vy : 470, vz : -244, hdg : 4162}
GLOBAL_POSITION_INT {time_boot_ms : 86454, lat : -353627582, lon : 1491657839, alt : 651370, relative_alt : 67318, vx : 533, vy : 470, vz : -244, hdg : 4153}
GLOBAL_POSITION_INT {time_boot_ms : 86704, lat : -353627462, lon : 1491657969, alt : 652000, relative_alt : 67942, vx : 534, vy : 471, vz : -244, hdg : 4144}
GLOBAL_POSITION_INT {time_boot_ms : 86954, lat : -353627342, lon : 1491658099, alt : 652620, relative_alt : 68568, vx : 533, vy : 470, vz : -244, hdg : 4138}
GLOBAL_POSITION_INT {time_boot_ms : 87204, lat : -353627222, lon : 1491658229, alt : 653250, relative_alt : 69191, vx : 531, vy : 468, vz : -241, hdg : 4136}
GLOBAL_POSITION_INT {time_boot_ms : 87454, lat : -353627104, lon : 1491658356, alt : 653840, relative_alt : 69785, vx : 511, vy : 445, vz : -222, hdg : 4124}
GLOBAL_POSITION_INT {time_boot_ms : 87704, lat : -353626994, lon : 1491658473, alt : 654370, relative_alt : 70319, vx : 471, vy : 402, vz : -195, hdg : 4090}
GLOBAL_POSITION_INT {time_boot_ms : 87953, lat : -353626892, lon : 1491658578, alt : 654840, relative_alt : 70785, vx : 427, vy : 357, vz : -166, hdg : 4045}
GLOBAL_POSITION_INT {time_boot_ms : 88203, lat : -353626800, lon : 1491658673, alt : 655230, relative_alt : 71179, vx : 384, vy : 316, vz : -137, hdg : 3979}
GLOBAL_POSITION_INT {time_boot_ms : 88454, lat : -353626718, lon : 1491658756, alt : 655560, relative_alt : 71501, vx : 341, vy : 278, vz : -110, hdg : 3905}
GLOBAL_POSITION_INT {time_boot_ms : 88704, lat : -353626646, lon : 1491658829, alt : 655810, relative_alt : 71755, vx : 298, vy : 240, vz : -84, hdg : 3840}
GLOBAL_POSITION_INT {time_boot_ms : 88954, lat : -353626583, lon : 1491658892, alt : 656000, relative_alt : 71944, vx : 253, vy : 202, vz : -59, hdg : 3796}
GLOBAL_POSITION_INT {time_boot_ms : 89204, lat : -353626531, lon : 1491658944, alt : 656120, relative_alt : 72068, vx : 206, vy : 163, vz : -35, hdg : 3779}
GLOBAL_POSITION_INT {time_boot_ms : 89454, lat : -353626490, lon : 1491658985, alt : 656190, relative_alt : 72131, vx : 158, vy : 124, vz : -11, hdg : 3788}
GLOBAL_POSITION_INT {time_boot_ms : 89704, lat : -353626460, lon : 1491659015, alt : 656190, relative_alt : 72132, vx : 108, vy : 84, vz : 12, hdg : 3820}
GLOBAL_POSITION_INT {time_boot_ms : 89954, lat : -353626441, lon : 1491659033, alt : 656130, relative_alt : 72070, vx : 56, vy : 43, vz : 35, hdg : 3882}
GLOBAL_POSITION_INT {time_boot_ms : 90203, lat : -353626434, lon : 1491659041, alt : 656000, relative_alt : 71945, vx : 3, vy : 1, vz : 59, hdg : 4020}
GLOBAL_POSITION_INT {time_boot_ms : 90454, lat : -353626440, lon : 1491659036, alt : 655820, relative_alt : 71760, vx : -50, vy : -39, vz : 83, hdg : 4213}
GLOBAL_POSITION_INT {time_boot_ms : 90704, lat : -353626457, lon : 1491659021, alt : 655570, relative_alt : 71515, vx : -103, vy : -80, vz : 107, hdg : 4604}
GLOBAL_POSITION_INT {time_boot_ms : 90954, lat : -353626485, lon : 1491658995, alt : 655260, relative_alt : 71209, vx : -156, vy : -120, vz : 131, hdg : 5617}
GLOBAL_POSITION_INT {time_boot_ms : 91204, lat : -353626525, lon : 1491658958, alt : 654900, relative_alt : 70849, vx : -210, vy : -160, vz : 147, hdg : 7250}
GLOBAL_POSITION_INT {time_boot_ms : 91454, lat : -353626578, lon : 1491658909, alt : 654520, relative_alt : 70462, vx : -263, vy : -200, vz : 152, hdg : 9233}
GLOBAL_POSITION_INT {time_boot_ms : 91704, lat : -353626641, lon : 1491658850, alt : 654130, relative_alt : 70071, vx : -297, vy : -227, vz : 151, hdg : 11368}
GLOBAL_POSITION_INT {time_boot_ms : 91954, lat : -353626709, lon : 1491658787, alt : 653740, relative_alt : 69684, vx : -316, vy : -239, vz : 148, hdg : 13558}
GLOBAL_POSITION_INT {time_boot_ms : 92203, lat : -353626782, lon : 1491658720, alt : 653350, relative_alt : 69297, vx : -329, vy : -245, vz : 146, hdg : 15565}
GLOBAL_POSITION_INT {time_boot_ms : 92453, lat : -353626856, lon : 1491658651, alt : 652970, relative_alt : 68915, vx : -337, vy : -251, vz : 145, hdg : 17207}
GLOBAL_POSITION_INT {time_boot_ms : 92704, lat : -353626932, lon : 1491658581, alt : 652590, relative_alt : 68535, vx : -340, vy : -256, vz : 143, hdg : 18520}
GLOBAL_POSITION_INT {time_boot_ms : 92954, lat : -353627008, lon : 1491658509, alt : 652210, relative_alt : 68158, vx : -340, vy : -258, vz : 143, hdg : 19622}
GLOBAL_POSITION_INT {time_boot_ms : 93204, lat : -353627084, lon : 1491658437, alt : 651840, relative_alt : 67783, vx : -339, vy : -257, vz : 142, hdg : 20686}
GLOBAL_POSITION_INT {time_boot_ms : 93454, lat : -353627160, lon : 1491658365, alt : 651460, relative_alt : 67408, vx : -338, vy : -255, vz : 142, hdg : 21818}
GLOBAL_POSITION_INT {time_boot_ms : 93704, lat : -353627235, lon : 1491658294, alt : 651090, relative_alt : 67035, vx : -340, vy : -252, vz : 142, hdg : 22719}
GLOBAL_POSITION_INT {time_boot_ms : 93954, lat : -353627311, lon : 1491658224, alt : 650720, relative_alt : 66662, vx : -341, vy : -249, vz : 142, hdg : 23108}
GLOBAL_POSITION_INT {time_boot_ms : 94203, lat : -353627387, lon : 1491658155, alt : 650340, relative_alt : 66289, vx : -342, vy : -247, vz : 142, hdg : 22996}
GLOBAL_POSITION_INT {time_boot_ms : 94453, lat : -353627463, lon : 1491658086, alt : 649970, relative_alt : 65914, vx : -342, vy : -246, vz : 142, hdg : 22516}
GLOBAL_POSITION_INT {time_boot_ms : 94704, lat : -353627539, lon : 1491658018, alt : 649590, relative_alt : 65538, vx : -341, vy : -246, vz : 142, hdg : 21861}
GLOBAL_POSITION_INT {time_boot_ms : 94954, lat : -353627614, lon : 1491657950, alt : 649220, relative_alt : 65164, vx : -340, vy : -247, vz : 142, hdg : 21265}
GLOBAL_POSITION_INT {time_boot_ms : 95204, lat : -353627690, lon : 1491657881, alt : 648850, relative_alt : 64791, vx : -338, vy : -248, vz : 143, hdg : 20923}
GLOBAL_POSITION_INT {time_boot_ms : 95454, lat : -353627765, lon : 1491657812, alt : 648470, relative_alt : 64416, vx : -337, vy : -249, vz : 143, hdg : 20901}
GLOBAL_POSITION_INT {time_boot_ms : 95704, lat : -353627840, lon : 1491657744, alt : 648100, relative_alt : 64042, vx : -337, vy : -249, vz : 143, hdg : 21142}
GLOBAL_POSITION_INT {time_boot_ms : 95954, lat : -353627915, lon : 1491657676, alt : 647720, relative_alt : 63669, vx : -337, vy : -248, vz : 143, hdg : 21513}
GLOBAL_POSITION_INT {time_boot_ms : 96204, lat : -353627990, lon : 1491657608, alt : 647350, relative_alt : 63295, vx : -337, vy : -247, vz : 143, hdg : 21863}
GLOBAL_POSITION_INT {time_boot_ms : 96453, lat : -353628065, lon : 1491657540, alt : 646980, relative_alt : 62921, vx : -337, vy : -246, vz : 143, hdg : 22072}
GLOBAL_POSITION_INT {time_boot_ms : 96704, lat : -353628140, lon : 1491657473, alt : 646600, relative_alt : 62548, vx : -336, vy : -245, vz : 143, hdg : 22092}
GLOBAL_POSITION_INT {time_boot_ms : 96954, lat : -353628215, lon : 1491657406, alt : 646230, relative_alt : 62176, vx : -336, vy : -245, vz : 143, hdg : 21955}
GLOBAL_POSITION_INT {time_boot_ms : 97204, lat : -353628290, lon : 1491657339, alt : 645860, relative_alt : 61803, vx : -335, vy : -246, vz : 144, hdg : 21740}
GLOBAL_POSITION_INT {time_boot_ms : 97454, lat : -353628364, lon : 1491657272, alt : 645490, relative_alt : 61430, vx : -334, vy : -246, vz : 144, hdg : 21537}
GLOBAL_POSITION_INT {time_boot_ms : 97704, lat : -353628439, lon : 1491657204, alt : 645110, relative_alt : 61057, vx : -333, vy : -247, vz : 144, hdg : 21415}
GLOBAL_POSITION_INT {time_boot_ms : 97954, lat : -353628513, lon : 1491657137, alt : 644740, relative_alt : 60684, vx : -332, vy : -247, vz : 144, hdg : 21400}
GLOBAL_POSITION_INT {time_boot_ms : 98204, lat : -353628588, lon : 1491657069, alt : 644370, relative_alt : 60310, vx : -331, vy : -247, vz : 144, hdg : 21477}
GLOBAL_POSITION_INT {time_boot_ms : 98453, lat : -353628662, lon : 1491657001, alt : 643990, relative_alt : 59935, vx : -330, vy : -247, vz : 145, hdg : 21602}
GLOBAL_POSITION_INT {time_boot_ms : 98703, lat : -353628736, lon : 1491656933, alt : 643620, relative_alt : 59561, vx : -330, vy : -246, vz : 145, hdg : 21721}
GLOBAL_POSITION_INT {time_boot_ms : 98954, lat : -353628811, lon : 1491656866, alt : 643240, relative_alt : 59185, vx : -329, vy : -246, vz : 145, hdg : 21795}
GLOBAL_POSITION_INT {time_boot_ms : 99204, lat : -353628885, lon : 1491656798, alt : 642870, relative_alt : 58810, vx : -329, vy : -245, vz : 145, hdg : 21805}
GLOBAL_POSITION_INT {time_boot_ms : 99454, lat : -353628959, lon : 1491656731, alt : 642490, relative_alt : 58435, vx : -328, vy : -245, vz : 145, hdg : 21761}
GLOBAL_POSITION_INT {time_boot_ms : 99704, lat : -353629033, lon : 1491656664, alt : 642120, relative_alt : 58061, vx : -328, vy : -245, vz : 145, hdg : 21688}
GLOBAL_POSITION_INT {time_boot_ms : 99954, lat : -353629107, lon : 1491656597, alt : 641740, relative_alt : 57686, vx : -327, vy : -244, vz : 145, hdg : 21619}
GLOBAL_POSITION_INT {time_boot_ms : 100204, lat : -353629180, lon : 1491656530, alt : 641370, relative_alt : 57314, vx : -326, vy : -244, vz : 145, hdg : 21576}
GLOBAL_POSITION_INT {time_boot_ms : 100453, lat : -353629254, lon : 1491656462, alt : 640990, relative_alt : 56938, vx : -326, vy : -244, vz : 145, hdg : 21570}
GLOBAL_POSITION_INT {time_boot_ms : 100703, lat : -353629328, lon : 1491656395, alt : 640620, relative_alt : 56565, vx : -326, vy : -244, vz : 145, hdg : 21595}
GLOBAL_POSITION_INT {time_boot_ms : 100954, lat : -353629402, lon : 1491656328, alt : 640250, relative_alt : 56190, vx : -325, vy : -244, vz : 145, hdg : 21637}
GLOBAL_POSITION_INT {time_boot_ms : 101204, lat : -353629475, lon : 1491656261, alt : 639870, relative_alt : 55818, vx : -325, vy : -244, vz : 145, hdg : 21678}
GLOBAL_POSITION_INT {time_boot_ms : 101454, lat : -353629549, lon : 1491656194, alt : 639500, relative_alt : 55446, vx : -325, vy : -244, vz : 146, hdg : 21704}
GLOBAL_POSITION_INT {time_boot_ms : 101704, lat : -353629622, lon : 1491656127, alt : 639130, relative_alt : 55074, vx : -325, vy : -244, vz : 146, hdg : 21709}
GLOBAL_POSITION_INT {time_boot_ms : 101954, lat : -353629696, lon : 1491656061, alt : 638760, relative_alt : 54701, vx : -325, vy : -244, vz : 146, hdg : 21695}
GLOBAL_POSITION_INT {time_boot_ms : 102204, lat : -353629769, lon : 1491655994, alt : 638380, relative_alt : 54329, vx : -325, vy : -244, vz : 146, hdg : 21670}
GLOBAL_POSITION_INT {time_boot_ms : 102454, lat : -353629842, lon : 1491655927, alt : 638010, relative_alt : 53955, vx : -325, vy : -244, vz : 147, hdg : 21646}
GLOBAL_POSITION_INT {time_boot_ms : 102703, lat : -353629916, lon : 1491655860, alt : 637640, relative_alt : 53580, vx : -325, vy : -244, vz : 147, hdg : 21630}
GLOBAL_POSITION_INT {time_boot_ms : 102954, lat : -353629990, lon : 1491655793, alt : 637260, relative_alt : 53204, vx : -325, vy : -244, vz : 147, hdg : 21626}
GLOBAL_POSITION_INT {time_boot_ms : 103204, lat : -353630064, lon : 1491655725, alt : 636890, relative_alt : 52830, vx : -325, vy : -244, vz : 147, hdg : 21633}
GLOBAL_POSITION_INT {time_boot_ms : 103454, lat : -353630137, lon : 1491655658, alt : 636510, relative_alt : 52456, vx : -325, vy : -244, vz : 147, hdg : 21647}
GLOBAL_POSITION_INT {time_boot_ms : 103704, lat : -353630211, lon : 1491655591, alt : 636140, relative_alt : 52081, vx : -324, vy : -244, vz : 147, hdg : 21661}
GLOBAL_POSITION_INT {time_boot_ms : 103954, lat : -353630284, lon : 1491655524, alt : 635760, relative_alt : 51707, vx : -324, vy : -244, vz : 147, hdg : 21670}
GLOBAL_POSITION_INT {time_boot_ms : 104204, lat : -353630358, lon : 1491655457, alt : 635390, relative_alt : 51334, vx : -324, vy : -243, vz : 147, hdg : 21672}
GLOBAL_POSITION_INT {time_boot_ms : 104454, lat : -353630431, lon : 1491655390, alt : 635010, relative_alt : 50959, vx : -324, vy : -243, vz : 147, hdg : 21669}
GLOBAL_POSITION_INT {time_boot_ms : 104703, lat : -353630505, lon : 1491655323, alt : 634640, relative_alt : 50584, vx : -324, vy : -243, vz : 147, hdg : 21663}
GLOBAL_POSITION_INT {time_boot_ms : 104953, lat : -353630578, lon : 1491655256, alt : 634260, relative_alt : 50208, vx : -324, vy : -243, vz : 147, hdg : 21656}
GLOBAL_POSITION_INT {time_boot_ms : 105204, lat : -353630652, lon : 1491655189, alt : 633890, relative_alt : 49830, vx : -324, vy : -243, vz : 147, hdg : 21652}
GLOBAL_POSITION_INT {time_boot_ms : 105454, lat : -353630726, lon : 1491655122, alt : 633510, relative_alt : 49454, vx : -324, vy : -243, vz : 147, hdg : 21653}
GLOBAL_POSITION_INT {time_boot_ms : 105704, lat : -353630799, lon : 1491655055, alt : 633140, relative_alt : 49080, vx : -323, vy : -243, vz : 147, hdg : 21655}
GLOBAL_POSITION_INT {time_boot_ms : 105954, lat : -353630872, lon : 1491654988, alt : 632760, relative_alt : 48706, vx : -323, vy : -243, vz : 147, hdg : 21658}
GLOBAL_POSITION_INT {time_boot_ms : 106204, lat : -353630946, lon : 1491654921, alt : 632390, relative_alt : 48333, vx : -323, vy : -243, vz : 147, hdg : 21659}
GLOBAL_POSITION_INT {time_boot_ms : 106454, lat : -353631018, lon : 1491654855, alt : 632020, relative_alt : 47962, vx : -324, vy : -243, vz : 147, hdg : 21659}
GLOBAL_POSITION_INT {time_boot_ms : 106703, lat : -353631092, lon : 1491654788, alt : 631640, relative_alt : 47587, vx : -324, vy : -243, vz : 148, hdg : 21659}
GLOBAL_POSITION_INT {time_boot_ms : 106953, lat : -353631165, lon : 1491654721, alt : 631270, relative_alt : 47213, vx : -324, vy : -243, vz : 148, hdg : 21659}
GLOBAL_POSITION_INT {time_boot_ms : 107204, lat : -353631239, lon : 1491654654, alt : 630890, relative_alt : 46837, vx : -324, vy : -243, vz : 148, hdg : 21659}
GLOBAL_POSITION_INT {time_boot_ms : 107454, lat : -353631312, lon : 1491654587, alt : 630520, relative_alt : 46463, vx : -324, vy : -243, vz : 148, hdg : 21657}
GLOBAL_POSITION_INT {time_boot_ms : 107704, lat : -353631386, lon : 1491654520, alt : 630140, relative_alt : 46088, vx : -324, vy : -243, vz : 148, hdg : 21657}
GLOBAL_POSITION_INT {time_boot_ms : 107954, lat : -353631459, lon : 1491654453, alt : 629770, relative_alt : 45713, vx : -324, vy : -243, vz : 148, hdg : 21657}
GLOBAL_POSITION_INT {time_boot_ms : 108204, lat : -353631533, lon : 1491654386, alt : 629390, relative_alt : 45338, vx : -324, vy : -243, vz : 148, hdg : 21658}
GLOBAL_POSITION_INT {time_boot_ms : 108454, lat : -353631606, lon : 1491654320, alt : 629020, relative_alt : 44964, vx : -324, vy : -243, vz : 148, hdg : 21658}
GLOBAL_POSITION_INT {time_boot_ms : 108704, lat : -353631679, lon : 1491654253, alt : 628640, relative_alt : 44589, vx : -324, vy : -243, vz : 148, hdg : 21658}
GLOBAL_POSITION_INT {time_boot_ms : 108953, lat : -353631753, lon : 1491654185, alt : 628270, relative_alt : 44212, vx : -324, vy : -243, vz : 148, hdg : 21657}
GLOBAL_POSITION_INT {time_boot_ms : 109204, lat : -353631827, lon : 1491654118, alt : 627890, relative_alt : 43836, vx : -324, vy : -243, vz : 148, hdg : 21657}
GLOBAL_POSITION_INT {time_boot_ms : 109454, lat : -353631901, lon : 1491654051, alt : 627520, relative_alt : 43460, vx : -324, vy : -243, vz : 148, hdg : 21658}
GLOBAL_POSITION_INT {time_boot_ms : 109704, lat : -353631974, lon : 1491653984, alt : 627140, relative_alt : 43083, vx : -324, vy : -243, vz : 148, hdg : 21658}
GLOBAL_POSITION_INT {time_boot_ms : 109954, lat : -353632048, lon : 1491653917, alt : 626760, relative_alt : 42707, vx : -324, vy : -243, vz : 148, hdg : 21657}
GLOBAL_POSITION_INT {time_boot_ms : 110204, lat : -353632121, lon : 1491653850, alt : 626390, relative_alt : 42332, vx : -324, vy : -243, vz : 148, hdg : 21657}
GLOBAL_POSITION_INT {time_boot_ms : 110454, lat : -353632195, lon : 1491653783, alt : 626010, relative_alt : 41958, vx : -323, vy : -243, vz : 147, hdg : 21658}
GLOBAL_POSITION_INT {time_boot_ms : 110704, lat : -353632268, lon : 1491653716, alt : 625640, relative_alt : 41583, vx : -323, vy : -243, vz : 147, hdg : 21659}
GLOBAL_POSITION_INT {time_boot_ms : 110953, lat : -353632342, lon : 1491653649, alt : 625260, relative_alt : 41206, vx : -323, vy : -243, vz : 147, hdg : 21659}
GLOBAL_POSITION_INT {time_boot_ms : 111203, lat : -353632415, lon : 1491653582, alt : 624890, relative_alt : 40831, vx : -323, vy : -242, vz : 147, hdg : 21659}
GLOBAL_POSITION_INT {time_boot_ms : 111454, lat : -353632488, lon : 1491653515, alt : 624510, relative_alt : 40456, vx : -323, vy : -242, vz : 147, hdg : 21658}
GLOBAL_POSITION_INT {time_boot_ms : 111704, lat : -353632561, lon : 1491653449, alt : 624140, relative_alt : 40083, vx : -323, vy : -243, vz : 147, hdg : 21657}
GLOBAL_POSITION_INT {time_boot_ms : 111954, lat : -353632634, lon : 1491653382, alt : 623770, relative_alt : 39710, vx : -324, vy : -243, vz : 147, hdg : 21657}
GLOBAL_POSITION_INT {time_boot_ms : 112204, lat : -353632707, lon : 1491653316, alt : 623390, relative_alt : 39337, vx : -324, vy : -243, vz : 148, hdg : 21659}
GLOBAL_POSITION_INT {time_boot_ms : 112454, lat : -353632780, lon : 1491653249, alt : 623020, relative_alt : 38964, vx : -324, vy : -243, vz : 148, hdg : 21660}
GLOBAL_POSITION_INT {time_boot_ms : 112704, lat : -353632853, lon : 1491653182, alt : 622650, relative_alt : 38592, vx : -325, vy : -243, vz : 148, hdg : 21660}
GLOBAL_POSITION_INT {time_boot_ms : 112953, lat : -353632927, lon : 1491653115, alt : 622270, relative_alt : 38216, vx : -325, vy : -243, vz : 148, hdg : 21659}
GLOBAL_POSITION_INT {time_boot_ms : 113203, lat : -353633000, lon : 1491653049, alt : 621900, relative_alt : 37841, vx : -325, vy : -243, vz : 148, hdg : 21657}
GLOBAL_POSITION_INT {time_boot_ms : 113454, lat : -353633074, lon : 1491652981, alt : 621520, relative_alt : 37465, vx : -325, vy : -244, vz : 148, hdg : 21657}
GLOBAL_POSITION_INT {time_boot_ms : 113704, lat : -353633148, lon : 1491652914, alt : 621150, relative_alt : 37090, vx : -325, vy : -244, vz : 148, hdg : 21658}
GLOBAL_POSITION_INT {time_boot_ms : 113954, lat : -353633222, lon : 1491652847, alt : 620770, relative_alt : 36714, vx : -325, vy : -244, vz : 148, hdg : 21660}
GLOBAL_POSITION_INT {time_boot_ms : 114204, lat : -353633296, lon : 1491652780, alt : 620390, relative_alt : 36338, vx : -325, vy : -244, vz : 148, hdg : 21661}
GLOBAL_POSITION_INT {time_boot_ms : 114454, lat : -353633369, lon : 1491652713, alt : 620020, relative_alt : 35962, vx : -325, vy : -243, vz : 148, hdg : 21661}
GLOBAL_POSITION_INT {time_boot_ms : 114704, lat : -353633443, lon : 1491652646, alt : 619640, relative_alt : 35587, vx : -324, vy : -243, vz : 148, hdg : 21660}
GLOBAL_POSITION_INT {time_boot_ms : 114954, lat : -353633516, lon : 1491652579, alt : 619270, relative_alt : 35211, vx : -324, vy : -243, vz : 148, hdg : 21660}
GLOBAL_POSITION_INT {time_boot_ms : 115203, lat : -353633590, lon : 1491652511, alt : 618890, relative_alt : 34835, vx : -324, vy : -243, vz : 148, hdg : 21658}
GLOBAL_POSITION_INT {time_boot_ms : 115454, lat : -353633664, lon : 1491652444, alt : 618510, relative_alt : 34458, vx : -324, vy : -243, vz : 148, hdg : 21658}
GLOBAL_POSITION_INT {time_boot_ms : 115704, lat : -353633737, lon : 1491652377, alt : 618140, relative_alt : 34083, vx : -324, vy : -243, vz : 148, hdg : 21660}
GLOBAL_POSITION_INT {time_boot_ms : 115954, lat : -353633811, lon : 1491652310, alt : 617760, relative_alt : 33708, vx : -324, vy : -243, vz : 148, hdg : 21660}
GLOBAL_POSITION_INT {time_boot_ms : 116204, lat : -353633884, lon : 1491652243, alt : 617390, relative_alt : 33333, vx : -324, vy : -243, vz : 148, hdg : 21659}
GLOBAL_POSITION_INT {time_boot_ms : 116454, lat : -353633957, lon : 1491652176, alt : 617010, relative_alt : 32959, vx : -324, vy : -242, vz : 147, hdg : 21658}
GLOBAL_POSITION_INT {time_boot_ms : 116704, lat : -353634030, lon : 1491652110, alt : 616640, relative_alt : 32586, vx : -324, vy : -242, vz : 147, hdg : 21658}
GLOBAL_POSITION_INT {time_boot_ms : 116954, lat : -353634104, lon : 1491652043, alt : 616270, relative_alt : 32211, vx : -324, vy : -242, vz : 148, hdg : 21659}
GLOBAL_POSITION_INT {time_boot_ms : 117203, lat : -353634177, lon : 1491651976, alt : 615890, relative_alt : 31835, vx : -324, vy : -242, vz : 148, hdg : 21659}
GLOBAL_POSITION_INT {time_boot_ms : 117453, lat : -353634250, lon : 1491651910, alt : 615520, relative_alt : 31461, vx : -324, vy : -242, vz : 148, hdg : 21659}
GLOBAL_POSITION_INT {time_boot_ms : 117704, lat : -353634324, lon : 1491651843, alt : 615140, relative_alt : 31087, vx : -324, vy : -243, vz : 148, hdg : 21658}
GLOBAL_POSITION_INT {time_boot_ms : 117954, lat : -353634397, lon : 1491651776, alt : 614770, relative_alt : 30714, vx : -324, vy : -243, vz : 148, hdg : 21658}
GLOBAL_POSITION_INT {time_boot_ms : 118204, lat : -353634470, lon : 1491651710, alt : 614400, relative_alt : 30341, vx : -324, vy : -243, vz : 148, hdg : 21658}
GLOBAL_POSITION_INT {time_boot_ms : 118454, lat : -353634543, lon : 1491651643, alt : 614020, relative_alt : 29967, vx : -325, vy : -243, vz : 148, hdg : 21659}
GLOBAL_POSITION_INT {time_boot_ms : 118704, lat : -353634617, lon : 1491651576, alt : 613650, relative_alt : 29592, vx : -325, vy : -243, vz : 148, hdg : 21659}
GLOBAL_POSITION_INT {time_boot_ms : 118954, lat : -353634690, lon : 1491651509, alt : 613270, relative_alt : 29219, vx : -325, vy : -243, vz : 148, hdg : 21659}
GLOBAL_POSITION_INT {time_boot_ms : 119203, lat : -353634764, lon : 1491651442, alt : 612900, relative_alt : 28842, vx : -325, vy : -244, vz : 148, hdg : 21659}
GLOBAL_POSITION_INT {time_boot_ms : 119453, lat : -353634838, lon : 1491651375, alt : 612520, relative_alt : 28467, vx : -325, vy : -243, vz : 148, hdg : 21659}
GLOBAL_POSITION_INT {time_boot_ms : 119704, lat : -353634911, lon : 1491651308, alt : 612150, relative_alt : 28091, vx : -325, vy : -243, vz : 148, hdg : 21659}
GLOBAL_POSITION_INT {time_boot_ms : 119954, lat : -353634985, lon : 1491651240, alt : 611770, relative_alt : 27714, vx : -325, vy : -243, vz : 148, hdg : 21658}
GLOBAL_POSITION_INT {time_boot_ms : 120204, lat : -353635059, lon : 1491651173, alt : 611390, relative_alt : 27338, vx : -324, vy : -243, vz : 148, hdg : 21658}
GLOBAL_POSITION_INT {time_boot_ms : 120454, lat : -353635132, lon : 1491651106, alt : 611020, relative_alt : 26962, vx : -324, vy : -243, vz : 148, hdg : 21658}
GLOBAL_POSITION_INT {time_boot_ms : 120704, lat : -353635206, lon : 1491651039, alt : 610640, relative_alt : 26587, vx : -324, vy : -243, vz : 148, hdg : 21659}
GLOBAL_POSITION_INT {time_boot_ms : 120954, lat : -353635279, lon : 1491650973, alt : 610270, relative_alt : 26213, vx : -324, vy : -243, vz : 148, hdg : 21659}
GLOBAL_POSITION_INT {time_boot_ms : 121203, lat : -353635352, lon : 1491650906, alt : 609890, relative_alt : 25838, vx : -324, vy : -243, vz : 148, hdg : 21659}
GLOBAL_POSITION_INT {time_boot_ms : 121453, lat : -353635426, lon : 1491650838, alt : 609520, relative_alt : 25462, vx : -324, vy : -243, vz : 148, hdg : 21660}
GLOBAL_POSITION_INT {time_boot_ms : 121704, lat : -353635500, lon : 1491650771, alt : 609140, relative_alt : 25085, vx : -324, vy : -243, vz : 148, hdg : 21659}
