Heartbeat from system (system 1 component 0)
GLOBAL_POSITION_INT {time_boot_ms : 2297, lat : 0, lon : 0, alt : 0, relative_alt : 0, vx : 0, vy : 0, vz : 0, hdg : 0}
GLOBAL_POSITION_INT {time_boot_ms : 82695, lat : -353630477, lon : 1491654680, alt : 636360, relative_alt : 52301, vx : 547, vy : 482, vz : -243, hdg : 3924}
GLOBAL_POSITION_INT {time_boot_ms : 82945, lat : -353630354, lon : 1491654813, alt : 636980, relative_alt : 52926, vx : 546, vy : 481, vz : -243, hdg : 4099}
GLOBAL_POSITION_INT {time_boot_ms : 83195, lat : -353630231, lon : 1491654946, alt : 637610, relative_alt : 53551, vx : 546, vy : 480, vz : -243, hdg : 4247}
GLOBAL_POSITION_INT {time_boot_ms : 83444, lat : -353630108, lon : 1491655079, alt : 638230, relative_alt : 54175, vx : 546, vy : 478, vz : -243, hdg : 4316}
GLOBAL_POSITION_INT {time_boot_ms : 83694, lat : -353629985, lon : 1491655211, alt : 638850, relative_alt : 54799, vx : 545, vy : 477, vz : -243, hdg : 4297}
GLOBAL_POSITION_INT {time_boot_ms : 83945, lat : -353629861, lon : 1491655343, alt : 639480, relative_alt : 55427, vx : 544, vy : 475, vz : -243, hdg : 4214}
GLOBAL_POSITION_INT {time_boot_ms : 84195, lat : -353629739, lon : 1491655474, alt : 640110, relative_alt : 56053, vx : 542, vy : 475, vz : -243, hdg : 4115}
GLOBAL_POSITION_INT {time_boot_ms : 84445, lat : -353629617, lon : 1491655605, alt : 640730, relative_alt : 56677, vx : 541, vy : 474, vz : -242, hdg : 4040}
GLOBAL_POSITION_INT {time_boot_ms : 84695, lat : -353629495, lon : 1491655737, alt : 641360, relative_alt : 57305, vx : 539, vy : 474, vz : -242, hdg : 4015}
GLOBAL_POSITION_INT {time_boot_ms : 84945, lat : -353629374, lon : 1491655868, alt : 641990, relative_alt : 57930, vx : 538, vy : 473, vz : -242, hdg : 4039}
GLOBAL_POSITION_INT {time_boot_ms : 85195, lat : -353629253, lon : 1491655998, alt : 642610, relative_alt : 58555, vx : 537, vy : 472, vz : -242, hdg : 4091}
GLOBAL_POSITION_INT {time_boot_ms : 85444, lat : -353629132, lon : 1491656128, alt : 643230, relative_alt : 59178, vx : 537, vy : 471, vz : -242, hdg : 4146}
GLOBAL_POSITION_INT {time_boot_ms : 85694, lat : -353629011, lon : 1491656259, alt : 643860, relative_alt : 59802, vx : 537, vy : 470, vz : -242, hdg : 4181}
GLOBAL_POSITION_INT {time_boot_ms : 85945, lat : -353628890, lon : 1491656389, alt : 644480, relative_alt : 60427, vx : 536, vy : 469, vz : -242, hdg : 4186}
GLOBAL_POSITION_INT {time_boot_ms : 86195, lat : -353628769, lon : 1491656519, alt : 645110, relative_alt : 61051, vx : 536, vy : 469, vz : -242, hdg : 4167}
GLOBAL_POSITION_INT {time_boot_ms : 86445, lat : -353628649, lon : 1491656648, alt : 645730, relative_alt : 61672, vx : 536, vy : 469, vz : -242, hdg : 4135}
GLOBAL_POSITION_INT {time_boot_ms : 86695, lat : -353628528, lon : 1491656778, alt : 646350, relative_alt : 62295, vx : 535, vy : 469, vz : -242, hdg : 4105}
GLOBAL_POSITION_INT {time_boot_ms : 86945, lat : -353628407, lon : 1491656908, alt : 646980, relative_alt : 62921, vx : 535, vy : 469, vz : -243, hdg : 4090}
GLOBAL_POSITION_INT {time_boot_ms : 87195, lat : -353628287, lon : 1491657037, alt : 647600, relative_alt : 63544, vx : 534, vy : 468, vz : -243, hdg : 4093}
GLOBAL_POSITION_INT {time_boot_ms : 87445, lat : -353628167, lon : 1491657167, alt : 648220, relative_alt : 64167, vx : 534, vy : 468, vz : -243, hdg : 4108}
GLOBAL_POSITION_INT {time_boot_ms : 87694, lat : -353628046, lon : 1491657296, alt : 648850, relative_alt : 64790, vx : 534, vy : 468, vz : -243, hdg : 4125}
GLOBAL_POSITION_INT {time_boot_ms : 87945, lat : -353627926, lon : 1491657426, alt : 649470, relative_alt : 65415, vx : 534, vy : 468, vz : -243, hdg : 4140}
GLOBAL_POSITION_INT {time_boot_ms : 88195, lat : -353627805, lon : 1491657556, alt : 650090, relative_alt : 66039, vx : 534, vy : 468, vz : -243, hdg : 4145}
GLOBAL_POSITION_INT {time_boot_ms : 88445, lat : -353627686, lon : 1491657684, alt : 650710, relative_alt : 66659, vx : 534, vy : 468, vz : -243, hdg : 4140}
GLOBAL_POSITION_INT {time_boot_ms : 88695, lat : -353627565, lon : 1491657814, alt : 651340, relative_alt : 67282, vx : 534, vy : 468, vz : -243, hdg : 4130}
GLOBAL_POSITION_INT {time_boot_ms : 88945, lat : -353627445, lon : 1491657943, alt : 651960, relative_alt : 67908, vx : 534, vy : 468, vz : -244, hdg : 4119}
GLOBAL_POSITION_INT {time_boot_ms : 89195, lat : -353627325, lon : 1491658072, alt : 652590, relative_alt : 68531, vx : 534, vy : 468, vz : -244, hdg : 4112}
GLOBAL_POSITION_INT {time_boot_ms : 89445, lat : -353627205, lon : 1491658202, alt : 653210, relative_alt : 69154, vx : 534, vy : 468, vz : -244, hdg : 4109}
GLOBAL_POSITION_INT {time_boot_ms : 89694, lat : -353627084, lon : 1491658331, alt : 653830, relative_alt : 69778, vx : 534, vy : 468, vz : -244, hdg : 4112}
GLOBAL_POSITION_INT {time_boot_ms : 89944, lat : -353626964, lon : 1491658460, alt : 654460, relative_alt : 70402, vx : 534, vy : 468, vz : -244, hdg : 4118}
GLOBAL_POSITION_INT {time_boot_ms : 90195, lat : -353626843, lon : 1491658590, alt : 655080, relative_alt : 71026, vx : 534, vy : 468, vz : -244, hdg : 4126}
GLOBAL_POSITION_INT {time_boot_ms : 90445, lat : -353626723, lon : 1491658720, alt : 655700, relative_alt : 71646, vx : 534, vy : 468, vz : -244, hdg : 4130}
GLOBAL_POSITION_INT {time_boot_ms : 90695, lat : -353626603, lon : 1491658849, alt : 656320, relative_alt : 72265, vx : 534, vy : 468, vz : -245, hdg : 4129}
GLOBAL_POSITION_INT {time_boot_ms : 90945, lat : -353626483, lon : 1491658978, alt : 656940, relative_alt : 72888, vx : 534, vy : 468, vz : -245, hdg : 4128}
GLOBAL_POSITION_INT {time_boot_ms : 91195, lat : -353626362, lon : 1491659108, alt : 657570, relative_alt : 73511, vx : 533, vy : 467, vz : -245, hdg : 4127}
GLOBAL_POSITION_INT {time_boot_ms : 91445, lat : -353626242, lon : 1491659237, alt : 658190, relative_alt : 74133, vx : 533, vy : 467, vz : -246, hdg : 4124}
GLOBAL_POSITION_INT {time_boot_ms : 91694, lat : -353626122, lon : 1491659366, alt : 658810, relative_alt : 74757, vx : 533, vy : 467, vz : -246, hdg : 4123}
GLOBAL_POSITION_INT {time_boot_ms : 91944, lat : -353626002, lon : 1491659495, alt : 659440, relative_alt : 75381, vx : 533, vy : 467, vz : -246, hdg : 4123}
GLOBAL_POSITION_INT {time_boot_ms : 92195, lat : -353625881, lon : 1491659625, alt : 660060, relative_alt : 76009, vx : 533, vy : 467, vz : -246, hdg : 4123}
GLOBAL_POSITION_INT {time_boot_ms : 92445, lat : -353625762, lon : 1491659754, alt : 660690, relative_alt : 76634, vx : 533, vy : 467, vz : -246, hdg : 4123}
GLOBAL_POSITION_INT {time_boot_ms : 92695, lat : -353625643, lon : 1491659882, alt : 661310, relative_alt : 77257, vx : 533, vy : 467, vz : -246, hdg : 4124}
GLOBAL_POSITION_INT {time_boot_ms : 92945, lat : -353625523, lon : 1491660010, alt : 661940, relative_alt : 77882, vx : 534, vy : 468, vz : -246, hdg : 4124}
GLOBAL_POSITION_INT {time_boot_ms : 93195, lat : -353625403, lon : 1491660140, alt : 662570, relative_alt : 78510, vx : 534, vy : 468, vz : -246, hdg : 4123}
GLOBAL_POSITION_INT {time_boot_ms : 93445, lat : -353625283, lon : 1491660269, alt : 663190, relative_alt : 79134, vx : 534, vy : 468, vz : -245, hdg : 4122}
GLOBAL_POSITION_INT {time_boot_ms : 93695, lat : -353625163, lon : 1491660398, alt : 663810, relative_alt : 79759, vx : 534, vy : 468, vz : -245, hdg : 4120}
GLOBAL_POSITION_INT {time_boot_ms : 93944, lat : -353625042, lon : 1491660528, alt : 664440, relative_alt : 80384, vx : 534, vy : 469, vz : -245, hdg : 4119}
GLOBAL_POSITION_INT {time_boot_ms : 94195, lat : -353624922, lon : 1491660658, alt : 665070, relative_alt : 81011, vx : 535, vy : 469, vz : -246, hdg : 4120}
GLOBAL_POSITION_INT {time_boot_ms : 94445, lat : -353624801, lon : 1491660787, alt : 665690, relative_alt : 81636, vx : 534, vy : 468, vz : -245, hdg : 4122}
GLOBAL_POSITION_INT {time_boot_ms : 94695, lat : -353624681, lon : 1491660916, alt : 666310, relative_alt : 82259, vx : 534, vy : 468, vz : -245, hdg : 4123}
GLOBAL_POSITION_INT {time_boot_ms : 94945, lat : -353624560, lon : 1491661046, alt : 666940, relative_alt : 82884, vx : 534, vy : 468, vz : -245, hdg : 4124}
GLOBAL_POSITION_INT {time_boot_ms : 95195, lat : -353624440, lon : 1491661176, alt : 667570, relative_alt : 83511, vx : 534, vy : 468, vz : -245, hdg : 4124}
GLOBAL_POSITION_INT {time_boot_ms : 95445, lat : -353624319, lon : 1491661305, alt : 668190, relative_alt : 84136, vx : 533, vy : 467, vz : -245, hdg : 4123}
GLOBAL_POSITION_INT {time_boot_ms : 95695, lat : -353624199, lon : 1491661435, alt : 668820, relative_alt : 84761, vx : 533, vy : 467, vz : -245, hdg : 4123}
GLOBAL_POSITION_INT {time_boot_ms : 95944, lat : -353624079, lon : 1491661564, alt : 669440, relative_alt : 85385, vx : 533, vy : 467, vz : -245, hdg : 4122}
GLOBAL_POSITION_INT {time_boot_ms : 96194, lat : -353623959, lon : 1491661693, alt : 670070, relative_alt : 86010, vx : 533, vy : 467, vz : -245, hdg : 4122}
GLOBAL_POSITION_INT {time_boot_ms : 96445, lat : -353623838, lon : 1491661823, alt : 670690, relative_alt : 86637, vx : 532, vy : 467, vz : -245, hdg : 4122}
GLOBAL_POSITION_INT {time_boot_ms : 96695, lat : -353623718, lon : 1491661952, alt : 671320, relative_alt : 87261, vx : 532, vy : 467, vz : -245, hdg : 4122}
GLOBAL_POSITION_INT {time_boot_ms : 96945, lat : -353623598, lon : 1491662081, alt : 671940, relative_alt : 87884, vx : 532, vy : 467, vz : -245, hdg : 4124}
GLOBAL_POSITION_INT {time_boot_ms : 97195, lat : -353623478, lon : 1491662210, alt : 672570, relative_alt : 88511, vx : 532, vy : 467, vz : -246, hdg : 4125}
GLOBAL_POSITION_INT {time_boot_ms : 97445, lat : -353623358, lon : 1491662339, alt : 673190, relative_alt : 89136, vx : 532, vy : 467, vz : -246, hdg : 4126}
GLOBAL_POSITION_INT {time_boot_ms : 97695, lat : -353623238, lon : 1491662468, alt : 673820, relative_alt : 89761, vx : 532, vy : 467, vz : -245, hdg : 4124}
GLOBAL_POSITION_INT {time_boot_ms : 97944, lat : -353623118, lon : 1491662598, alt : 674440, relative_alt : 90386, vx : 533, vy : 467, vz : -245, hdg : 4122}
GLOBAL_POSITION_INT {time_boot_ms : 98194, lat : -353622998, lon : 1491662727, alt : 675070, relative_alt : 91011, vx : 533, vy : 467, vz : -246, hdg : 4120}
GLOBAL_POSITION_INT {time_boot_ms : 98445, lat : -353622877, lon : 1491662856, alt : 675690, relative_alt : 91637, vx : 533, vy : 467, vz : -246, hdg : 4119}
GLOBAL_POSITION_INT {time_boot_ms : 98695, lat : -353622757, lon : 1491662985, alt : 676320, relative_alt : 92264, vx : 533, vy : 467, vz : -246, hdg : 4120}
GLOBAL_POSITION_INT {time_boot_ms : 98945, lat : -353622637, lon : 1491663114, alt : 676940, relative_alt : 92889, vx : 532, vy : 467, vz : -246, hdg : 4122}
GLOBAL_POSITION_INT {time_boot_ms : 99195, lat : -353622517, lon : 1491663243, alt : 677570, relative_alt : 93517, vx : 528, vy : 463, vz : -246, hdg : 4125}
GLOBAL_POSITION_INT {time_boot_ms : 99445, lat : -353622400, lon : 1491663370, alt : 678200, relative_alt : 94147, vx : 514, vy : 451, vz : -245, hdg : 4126}
GLOBAL_POSITION_INT {time_boot_ms : 99695, lat : -353622286, lon : 1491663493, alt : 678820, relative_alt : 94763, vx : 495, vy : 434, vz : -237, hdg : 4125}
GLOBAL_POSITION_INT {time_boot_ms : 99945, lat : -353622176, lon : 1491663611, alt : 679410, relative_alt : 95354, vx : 474, vy : 416, vz : -225, hdg : 4123}
GLOBAL_POSITION_INT {time_boot_ms : 100194, lat : -353622072, lon : 1491663723, alt : 679970, relative_alt : 95912, vx : 452, vy : 397, vz : -211, hdg : 4121}
GLOBAL_POSITION_INT {time_boot_ms : 100445, lat : -353621972, lon : 1491663831, alt : 680490, relative_alt : 96433, vx : 430, vy : 377, vz : -196, hdg : 4120}
GLOBAL_POSITION_INT {time_boot_ms : 100695, lat : -353621878, lon : 1491663933, alt : 680970, relative_alt : 96917, vx : 406, vy : 356, vz : -182, hdg : 4119}
GLOBAL_POSITION_INT {time_boot_ms : 100945, lat : -353621789, lon : 1491664029, alt : 681420, relative_alt : 97364, vx : 383, vy : 335, vz : -168, hdg : 4120}
GLOBAL_POSITION_INT {time_boot_ms : 101195, lat : -353621705, lon : 1491664119, alt : 681830, relative_alt : 97776, vx : 358, vy : 313, vz : -155, hdg : 4122}
GLOBAL_POSITION_INT {time_boot_ms : 101445, lat : -353621627, lon : 1491664203, alt : 682210, relative_alt : 98156, vx : 332, vy : 290, vz : -142, hdg : 4123}
GLOBAL_POSITION_INT {time_boot_ms : 101695, lat : -353621556, lon : 1491664281, alt : 682560, relative_alt : 98501, vx : 305, vy : 267, vz : -129, hdg : 4123}
GLOBAL_POSITION_INT {time_boot_ms : 101945, lat : -353621490, lon : 1491664352, alt : 682870, relative_alt : 98812, vx : 277, vy : 242, vz : -116, hdg : 4124}
GLOBAL_POSITION_INT {time_boot_ms : 102194, lat : -353621431, lon : 1491664416, alt : 683140, relative_alt : 99089, vx : 249, vy : 216, vz : -103, hdg : 4123}
GLOBAL_POSITION_INT {time_boot_ms : 102444, lat : -353621378, lon : 1491664473, alt : 683390, relative_alt : 99332, vx : 218, vy : 189, vz : -89, hdg : 4123}
GLOBAL_POSITION_INT {time_boot_ms : 102695, lat : -353621332, lon : 1491664523, alt : 683600, relative_alt : 99541, vx : 186, vy : 161, vz : -76, hdg : 4123}
GLOBAL_POSITION_INT {time_boot_ms : 102945, lat : -353621294, lon : 1491664564, alt : 683770, relative_alt : 99713, vx : 152, vy : 131, vz : -62, hdg : 4123}
GLOBAL_POSITION_INT {time_boot_ms : 103195, lat : -353621264, lon : 1491664596, alt : 683900, relative_alt : 99848, vx : 116, vy : 99, vz : -47, hdg : 4123}
GLOBAL_POSITION_INT {time_boot_ms : 103445, lat : -353621241, lon : 1491664620, alt : 684000, relative_alt : 99946, vx : 81, vy : 69, vz : -32, hdg : 4123}
GLOBAL_POSITION_INT {time_boot_ms : 103695, lat : -353621226, lon : 1491664636, alt : 684060, relative_alt : 100001, vx : 52, vy : 43, vz : -14, hdg : 4123}
GLOBAL_POSITION_INT {time_boot_ms : 103945, lat : -353621217, lon : 1491664645, alt : 684070, relative_alt : 100016, vx : 27, vy : 21, vz : -1, hdg : 4124}
GLOBAL_POSITION_INT {time_boot_ms : 104194, lat : -353621213, lon : 1491664650, alt : 684060, relative_alt : 100006, vx : 8, vy : 4, vz : 4, hdg : 4124}
GLOBAL_POSITION_INT {time_boot_ms : 104444, lat : -353621213, lon : 1491664650, alt : 684040, relative_alt : 99988, vx : -5, vy : -6, vz : 5, hdg : 4125}
GLOBAL_POSITION_INT {time_boot_ms : 104695, lat : -353621215, lon : 1491664647, alt : 684030, relative_alt : 99972, vx : -14, vy : -14, vz : 2, hdg : 4125}
GLOBAL_POSITION_INT {time_boot_ms : 104945, lat : -353621218, lon : 1491664644, alt : 684020, relative_alt : 99962, vx : -19, vy : -18, vz : 0, hdg : 4126}
GLOBAL_POSITION_INT {time_boot_ms : 105195, lat : -353621222, lon : 1491664638, alt : 684010, relative_alt : 99958, vx : -21, vy : -20, vz : -2, hdg : 4126}
GLOBAL_POSITION_INT {time_boot_ms : 105445, lat : -353621226, lon : 1491664633, alt : 684010, relative_alt : 99958, vx : -21, vy : -20, vz : -3, hdg : 4125}
GLOBAL_POSITION_INT {time_boot_ms : 105695, lat : -353621231, lon : 1491664627, alt : 684010, relative_alt : 99959, vx : -20, vy : -18, vz : -3, hdg : 4124}
GLOBAL_POSITION_INT {time_boot_ms : 105945, lat : -353621235, lon : 1491664622, alt : 684010, relative_alt : 99959, vx : -18, vy : -17, vz : -4, hdg : 4123}
GLOBAL_POSITION_INT {time_boot_ms : 106195, lat : -353621238, lon : 1491664617, alt : 684010, relative_alt : 99959, vx : -16, vy : -14, vz : -4, hdg : 4121}
GLOBAL_POSITION_INT {time_boot_ms : 106444, lat : -353621241, lon : 1491664613, alt : 684010, relative_alt : 99959, vx : -15, vy : -12, vz : -4, hdg : 4119}
GLOBAL_POSITION_INT {time_boot_ms : 106695, lat : -353621244, lon : 1491664610, alt : 684020, relative_alt : 99960, vx : -13, vy : -10, vz : -4, hdg : 4118}
GLOBAL_POSITION_INT {time_boot_ms : 106945, lat : -353621246, lon : 1491664607, alt : 684020, relative_alt : 99961, vx : -12, vy : -8, vz : -3, hdg : 4118}
GLOBAL_POSITION_INT {time_boot_ms : 107195, lat : -353621248, lon : 1491664604, alt : 684020, relative_alt : 99961, vx : -10, vy : -6, vz : -3, hdg : 4120}
GLOBAL_POSITION_INT {time_boot_ms : 107445, lat : -353621250, lon : 1491664602, alt : 684020, relative_alt : 99962, vx : -9, vy : -5, vz : -3, hdg : 4124}
GLOBAL_POSITION_INT {time_boot_ms : 107695, lat : -353621251, lon : 1491664600, alt : 684020, relative_alt : 99963, vx : -8, vy : -3, vz : -3, hdg : 4125}
GLOBAL_POSITION_INT {time_boot_ms : 107945, lat : -353621252, lon : 1491664599, alt : 684020, relative_alt : 99964, vx : -7, vy : -2, vz : -3, hdg : 4124}
GLOBAL_POSITION_INT {time_boot_ms : 108195, lat : -353621253, lon : 1491664598, alt : 684020, relative_alt : 99966, vx : -7, vy : -1, vz : -3, hdg : 4123}
GLOBAL_POSITION_INT {time_boot_ms : 108444, lat : -353621254, lon : 1491664597, alt : 684020, relative_alt : 99967, vx : -6, vy : -1, vz : -3, hdg : 4122}
GLOBAL_POSITION_INT {time_boot_ms : 108694, lat : -353621254, lon : 1491664596, alt : 684020, relative_alt : 99968, vx : -6, vy : 0, vz : -3, hdg : 4124}
GLOBAL_POSITION_INT {time_boot_ms : 108945, lat : -353621255, lon : 1491664596, alt : 684020, relative_alt : 99968, vx : -6, vy : 0, vz : -3, hdg : 4125}
GLOBAL_POSITION_INT {time_boot_ms : 109195, lat : -353621256, lon : 1491664596, alt : 684020, relative_alt : 99969, vx : -5, vy : 0, vz : -3, hdg : 4125}
GLOBAL_POSITION_INT {time_boot_ms : 109445, lat : -353621256, lon : 1491664595, alt : 684030, relative_alt : 99970, vx : -5, vy : 0, vz : -2, hdg : 4124}
GLOBAL_POSITION_INT {time_boot_ms : 109695, lat : -353621256, lon : 1491664595, alt : 684030, relative_alt : 99971, vx : -5, vy : 0, vz : -2, hdg : 4125}
GLOBAL_POSITION_INT {time_boot_ms : 109945, lat : -353621257, lon : 1491664595, alt : 684030, relative_alt : 99972, vx : -5, vy : 0, vz : -2, hdg : 4126}
GLOBAL_POSITION_INT {time_boot_ms : 110195, lat : -353621257, lon : 1491664595, alt : 684030, relative_alt : 99973, vx : -4, vy : 0, vz : -2, hdg : 4125}
GLOBAL_POSITION_INT {time_boot_ms : 110444, lat : -353621258, lon : 1491664595, alt : 684030, relative_alt : 99974, vx : -4, vy : 0, vz : -2, hdg : 4124}
GLOBAL_POSITION_INT {time_boot_ms : 110694, lat : -353621258, lon : 1491664595, alt : 684030, relative_alt : 99975, vx : -4, vy : 0, vz : -2, hdg : 4124}
GLOBAL_POSITION_INT {time_boot_ms : 110945, lat : -353621258, lon : 1491664595, alt : 684030, relative_alt : 99976, vx : -4, vy : 0, vz : -2, hdg : 4126}
GLOBAL_POSITION_INT {time_boot_ms : 111195, lat : -353621258, lon : 1491664595, alt : 684030, relative_alt : 99976, vx : -3, vy : 0, vz : -2, hdg : 4127}
GLOBAL_POSITION_INT {time_boot_ms : 111445, lat : -353621259, lon : 1491664595, alt : 684030, relative_alt : 99977, vx : -3, vy : 0, vz : -2, hdg : 4125}
GLOBAL_POSITION_INT {time_boot_ms : 111695, lat : -353621259, lon : 1491664595, alt : 684030, relative_alt : 99978, vx : -3, vy : 0, vz : -2, hdg : 4123}
GLOBAL_POSITION_INT {time_boot_ms : 111945, lat : -353621259, lon : 1491664594, alt : 684030, relative_alt : 99979, vx : -3, vy : 0, vz : -2, hdg : 4124}
GLOBAL_POSITION_INT {time_boot_ms : 112195, lat : -353621259, lon : 1491664594, alt : 684040, relative_alt : 99980, vx : -3, vy : 0, vz : -2, hdg : 4125}
